gene	nr_patients	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site
PXDN	253.0	16.0	5.0	0.0	0.0	218.0	8.0	0.0	6.0	0.0
ATP6V1B2	38.0	0.0	0.0	1.0	1.0	30.0	3.0	0.0	3.0	0.0
RBPJ	43.0	7.0	2.0	1.0	0.0	30.0	3.0	0.0	0.0	0.0
POLG	98.0	2.0	2.0	0.0	0.0	82.0	8.0	0.0	4.0	0.0
CDH13	126.0	2.0	0.0	0.0	0.0	118.0	3.0	0.0	2.0	1.0
EBI3	17.0	1.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
CLEC3A	50.0	0.0	0.0	0.0	0.0	47.0	3.0	0.0	0.0	0.0
AUP1	26.0	2.0	0.0	0.0	0.0	22.0	1.0	0.0	1.0	0.0
RGL4	47.0	0.0	0.0	0.0	0.0	39.0	5.0	0.0	3.0	0.0
ERICH1	57.0	2.0	0.0	0.0	0.0	48.0	4.0	0.0	3.0	0.0
MXD3	13.0	0.0	0.0	0.0	0.0	11.0	2.0	0.0	0.0	0.0
APBB1IP	112.0	4.0	0.0	0.0	0.0	97.0	6.0	0.0	5.0	0.0
HNRNPDL	49.0	4.0	3.0	0.0	0.0	34.0	7.0	0.0	1.0	0.0
PRR23A	59.0	2.0	0.0	0.0	0.0	55.0	1.0	0.0	0.0	1.0
FAM118B	35.0	1.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0
CLUL1	55.0	1.0	1.0	0.0	0.0	51.0	1.0	0.0	1.0	0.0
NOL4	152.0	8.0	0.0	0.0	0.0	133.0	6.0	0.0	4.0	1.0
PDIA3	38.0	2.0	1.0	0.0	0.0	30.0	2.0	0.0	3.0	0.0
UBQLN4	50.0	2.0	2.0	0.0	0.0	41.0	4.0	0.0	1.0	0.0
MED12L	276.0	8.0	2.0	0.0	1.0	242.0	17.0	0.0	6.0	0.0
LINC01555	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
MNX1	22.0	0.0	1.0	0.0	0.0	20.0	0.0	0.0	1.0	0.0
ACLY	87.0	2.0	1.0	1.0	0.0	67.0	10.0	0.0	6.0	0.0
WDR12	29.0	0.0	0.0	0.0	0.0	27.0	1.0	0.0	1.0	0.0
REEP6	14.0	0.0	0.0	1.0	0.0	10.0	3.0	0.0	0.0	0.0
DAXX	83.0	2.0	3.0	1.0	0.0	71.0	5.0	0.0	1.0	0.0
ARL14EP	26.0	1.0	1.0	0.0	0.0	22.0	1.0	1.0	0.0	0.0
E2F6	14.0	0.0	0.0	0.0	0.0	11.0	2.0	0.0	1.0	0.0
IFT80	86.0	2.0	2.0	0.0	0.0	73.0	7.0	0.0	2.0	0.0
HRNR	467.0	5.0	1.0	1.0	1.0	420.0	39.0	0.0	0.0	0.0
ACKR3	44.0	0.0	1.0	0.0	0.0	42.0	1.0	0.0	0.0	0.0
TLCD5	8.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
E2F8	94.0	5.0	0.0	0.0	0.0	79.0	7.0	0.0	3.0	0.0
H3F3B	29.0	2.0	0.0	1.0	0.0	24.0	1.0	0.0	1.0	0.0
WFDC10B	7.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0
PUDP	27.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0
HECW2	272.0	7.0	1.0	0.0	0.0	238.0	16.0	0.0	10.0	0.0
NTSR1	59.0	0.0	0.0	0.0	0.0	52.0	2.0	0.0	5.0	0.0
FLT1	209.0	5.0	1.0	0.0	0.0	188.0	10.0	0.0	5.0	0.0
CCDC180	154.0	2.0	2.0	0.0	0.0	132.0	14.0	0.0	4.0	0.0
SPINT1	46.0	1.0	0.0	0.0	0.0	42.0	2.0	0.0	1.0	0.0
MS4A4E	15.0	0.0	0.0	0.0	0.0	14.0	1.0	0.0	0.0	0.0
ZSWIM1	35.0	1.0	0.0	0.0	0.0	33.0	1.0	0.0	0.0	0.0
HSD11B1	47.0	1.0	2.0	1.0	0.0	40.0	2.0	0.0	1.0	0.0
FLCN	65.0	3.0	2.0	1.0	0.0	47.0	7.0	1.0	3.0	1.0
CANX	59.0	3.0	2.0	2.0	1.0	47.0	3.0	0.0	1.0	0.0
BPIFA3	42.0	0.0	0.0	0.0	0.0	37.0	1.0	0.0	3.0	1.0
ORAI3	17.0	1.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
SRFBP1	34.0	1.0	2.0	1.0	0.0	24.0	5.0	0.0	1.0	0.0
GDF3	66.0	2.0	0.0	0.0	0.0	58.0	4.0	0.0	1.0	1.0
EGFL7	22.0	1.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0
ETS2	54.0	2.0	0.0	0.0	0.0	44.0	6.0	1.0	1.0	0.0
CR1	240.0	4.0	0.0	1.0	0.0	214.0	13.0	0.0	8.0	0.0
FCRL6	76.0	1.0	1.0	0.0	0.0	70.0	4.0	0.0	0.0	0.0
CD160	14.0	0.0	0.0	0.0	0.0	13.0	1.0	0.0	0.0	0.0
C16ORF58	35.0	0.0	0.0	0.0	0.0	34.0	0.0	1.0	0.0	0.0
SLC9A8	54.0	6.0	0.0	0.0	0.0	44.0	2.0	0.0	2.0	0.0
CEP120	73.0	3.0	0.0	2.0	0.0	58.0	9.0	0.0	0.0	1.0
C19ORF53	12.0	1.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
TTL	29.0	3.0	0.0	1.0	0.0	23.0	2.0	0.0	0.0	0.0
PRKAR1A	40.0	5.0	1.0	0.0	0.0	22.0	8.0	0.0	4.0	0.0
NUDT8	19.0	1.0	1.0	0.0	0.0	15.0	1.0	0.0	1.0	0.0
ADGRF5	174.0	6.0	0.0	0.0	0.0	159.0	6.0	0.0	3.0	0.0
ANKRD26	170.0	12.0	5.0	3.0	1.0	134.0	9.0	1.0	5.0	0.0
ZMIZ1	113.0	7.0	0.0	3.0	0.0	94.0	7.0	0.0	2.0	0.0
PLPP5	16.0	0.0	0.0	0.0	0.0	13.0	1.0	0.0	2.0	0.0
TMED1	18.0	0.0	0.0	0.0	0.0	14.0	3.0	0.0	1.0	0.0
VPS41	87.0	3.0	2.0	0.0	0.0	70.0	7.0	0.0	5.0	0.0
CEMP1	27.0	0.0	0.0	0.0	0.0	26.0	1.0	0.0	0.0	0.0
BAG6	74.0	4.0	2.0	0.0	0.0	61.0	6.0	0.0	0.0	1.0
FLOT2	41.0	2.0	0.0	0.0	0.0	35.0	1.0	0.0	3.0	0.0
NDRG4	31.0	2.0	0.0	0.0	0.0	26.0	1.0	0.0	2.0	0.0
CENPN	26.0	2.0	0.0	0.0	0.0	23.0	1.0	0.0	0.0	0.0
IKBIP	35.0	6.0	0.0	0.0	0.0	26.0	2.0	0.0	1.0	0.0
ZNF284	72.0	1.0	1.0	0.0	0.0	63.0	5.0	1.0	1.0	0.0
TRPM7	124.0	2.0	1.0	2.0	0.0	108.0	6.0	0.0	5.0	0.0
MROH8	104.0	1.0	3.0	1.0	0.0	91.0	2.0	0.0	6.0	0.0
OXR1	86.0	4.0	0.0	0.0	0.0	70.0	9.0	0.0	3.0	0.0
ZNF804B	365.0	5.0	9.0	0.0	0.0	329.0	21.0	0.0	1.0	0.0
AGBL5	95.0	4.0	0.0	0.0	0.0	81.0	7.0	0.0	3.0	0.0
GMPPB	34.0	1.0	0.0	1.0	0.0	28.0	4.0	0.0	0.0	0.0
VMA21	13.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
ETV3	36.0	1.0	0.0	0.0	0.0	30.0	4.0	0.0	1.0	0.0
OR3A3	36.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0
HHLA3	14.0	0.0	0.0	0.0	0.0	13.0	1.0	0.0	0.0	0.0
NT5C3A	33.0	1.0	1.0	0.0	0.0	26.0	2.0	0.0	3.0	0.0
PEX11B	23.0	1.0	0.0	0.0	0.0	20.0	2.0	0.0	0.0	0.0
RB1	394.0	78.0	32.0	6.0	0.0	79.0	137.0	0.0	62.0	0.0
WDR48	53.0	3.0	1.0	2.0	0.0	42.0	3.0	0.0	2.0	0.0
MYD88	26.0	0.0	0.0	0.0	0.0	25.0	1.0	0.0	0.0	0.0
OR1J4	54.0	0.0	0.0	1.0	0.0	51.0	1.0	0.0	0.0	1.0
FBXL17	43.0	1.0	0.0	0.0	0.0	35.0	6.0	0.0	1.0	0.0
KRT72	82.0	3.0	1.0	1.0	0.0	69.0	6.0	0.0	2.0	0.0
HS6ST1	23.0	1.0	1.0	0.0	0.0	17.0	3.0	1.0	0.0	0.0
PSMD13	20.0	0.0	0.0	0.0	0.0	18.0	2.0	0.0	0.0	0.0
LMF1	44.0	1.0	0.0	0.0	0.0	39.0	3.0	0.0	1.0	0.0
POLN	80.0	1.0	1.0	1.0	0.0	72.0	4.0	0.0	1.0	0.0
TRAV35	14.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
TNRC18	215.0	17.0	10.0	1.0	1.0	167.0	18.0	0.0	1.0	0.0
MUL1	29.0	1.0	1.0	0.0	0.0	26.0	1.0	0.0	0.0	0.0
RGN	30.0	1.0	1.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0
SEPTIN4	41.0	1.0	0.0	0.0	0.0	36.0	3.0	0.0	1.0	0.0
DGCR6	12.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
OR2L13	116.0	1.0	0.0	0.0	0.0	108.0	5.0	0.0	0.0	2.0
ADAMTS12	445.0	10.0	5.0	1.0	0.0	392.0	27.0	0.0	10.0	0.0
RBSN	62.0	0.0	0.0	0.0	0.0	58.0	4.0	0.0	0.0	0.0
SRSF6	48.0	0.0	1.0	2.0	0.0	43.0	1.0	0.0	1.0	0.0
CERS6	39.0	1.0	2.0	2.0	0.0	31.0	0.0	0.0	3.0	0.0
LOXL2	90.0	1.0	1.0	0.0	0.0	82.0	5.0	0.0	1.0	0.0
LRRC8A	71.0	1.0	0.0	0.0	0.0	66.0	4.0	0.0	0.0	0.0
MAP11	33.0	1.0	0.0	0.0	0.0	30.0	0.0	0.0	2.0	0.0
SYNC	20.0	1.0	0.0	0.0	0.0	17.0	1.0	1.0	0.0	0.0
EFCAB10	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0
NDUFS2	39.0	3.0	0.0	0.0	0.0	33.0	3.0	0.0	0.0	0.0
DENND4C	120.0	5.0	0.0	2.0	0.0	105.0	6.0	0.0	2.0	0.0
RPRM	18.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
ALKAL2	10.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	2.0	0.0
RBM5	87.0	5.0	2.0	0.0	0.0	67.0	7.0	0.0	6.0	0.0
SIM1	166.0	3.0	0.0	1.0	0.0	145.0	11.0	1.0	5.0	0.0
FGF5	48.0	1.0	1.0	0.0	0.0	40.0	4.0	0.0	2.0	0.0
PEX11G	17.0	1.0	0.0	0.0	0.0	14.0	1.0	0.0	1.0	0.0
C1ORF127	87.0	5.0	2.0	0.0	0.0	71.0	8.0	0.0	1.0	0.0
ZNF880	55.0	0.0	0.0	0.0	0.0	42.0	11.0	0.0	2.0	0.0
CLIP4	86.0	4.0	1.0	1.0	0.0	74.0	4.0	0.0	2.0	0.0
OR1J2	54.0	2.0	0.0	0.0	0.0	50.0	2.0	0.0	0.0	0.0
XBP1	18.0	2.0	2.0	1.0	0.0	11.0	2.0	0.0	0.0	0.0
ZBTB18	60.0	1.0	2.0	0.0	0.0	50.0	7.0	0.0	0.0	0.0
LRRC32	102.0	2.0	1.0	1.0	0.0	94.0	4.0	0.0	0.0	0.0
PACRGL	34.0	2.0	0.0	0.0	0.0	27.0	3.0	0.0	2.0	0.0
KAT2B	88.0	2.0	1.0	1.0	0.0	70.0	9.0	0.0	5.0	0.0
RNASEL	73.0	3.0	0.0	1.0	0.0	62.0	5.0	0.0	1.0	1.0
FABP2	24.0	2.0	0.0	0.0	0.0	19.0	3.0	0.0	0.0	0.0
EMSY	121.0	0.0	0.0	1.0	0.0	115.0	1.0	0.0	4.0	0.0
SCGB1D1	17.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	1.0	1.0
AFG3L2	48.0	6.0	1.0	1.0	0.0	35.0	4.0	0.0	1.0	0.0
ZNF18	43.0	2.0	0.0	2.0	0.0	34.0	4.0	0.0	1.0	0.0
WDSUB1	35.0	1.0	2.0	0.0	0.0	28.0	3.0	0.0	1.0	0.0
RELT	28.0	0.0	1.0	1.0	0.0	24.0	1.0	1.0	0.0	0.0
SNX16	32.0	1.0	0.0	1.0	0.0	25.0	2.0	0.0	3.0	0.0
GRINA	24.0	0.0	0.0	1.0	0.0	23.0	0.0	0.0	0.0	0.0
IKZF5	29.0	5.0	0.0	0.0	0.0	23.0	1.0	0.0	0.0	0.0
STAC2	43.0	2.0	1.0	0.0	0.0	36.0	1.0	0.0	3.0	0.0
NIP7	12.0	0.0	0.0	1.0	0.0	8.0	1.0	0.0	1.0	1.0
PABPC4L	24.0	1.0	0.0	0.0	0.0	19.0	4.0	0.0	0.0	0.0
TRBV6-6	34.0	0.0	0.0	0.0	0.0	31.0	2.0	0.0	0.0	1.0
LHFPL4	46.0	1.0	0.0	0.0	1.0	41.0	2.0	0.0	1.0	0.0
MUC2	264.0	3.0	1.0	0.0	0.0	241.0	11.0	0.0	8.0	0.0
C10ORF90	100.0	2.0	1.0	0.0	2.0	85.0	10.0	0.0	0.0	0.0
ZBED8	37.0	2.0	1.0	1.0	0.0	28.0	5.0	0.0	0.0	0.0
FAM205A	27.0	2.0	0.0	0.0	0.0	22.0	2.0	0.0	1.0	0.0
GABRA5	112.0	2.0	1.0	0.0	0.0	100.0	7.0	0.0	1.0	1.0
IL1F10	22.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0
TEX47	71.0	1.0	1.0	0.0	0.0	63.0	5.0	1.0	0.0	0.0
LAMTOR1	9.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0
EXOC3L4	29.0	1.0	0.0	0.0	0.0	24.0	3.0	0.0	1.0	0.0
EXOSC8	16.0	2.0	0.0	1.0	0.0	9.0	3.0	1.0	0.0	0.0
PEX12	35.0	3.0	1.0	1.0	0.0	27.0	3.0	0.0	0.0	0.0
IL7	21.0	1.0	0.0	0.0	0.0	18.0	1.0	0.0	1.0	0.0
PSAPL1	44.0	2.0	0.0	1.0	0.0	38.0	3.0	0.0	0.0	0.0
OR51Q1	80.0	0.0	1.0	0.0	0.0	73.0	6.0	0.0	0.0	0.0
RGL3	60.0	0.0	0.0	0.0	0.0	57.0	2.0	0.0	1.0	0.0
LRRC58	16.0	1.0	0.0	0.0	0.0	13.0	1.0	0.0	1.0	0.0
DNAH5	1253.0	19.0	4.0	2.0	0.0	1095.0	105.0	0.0	28.0	0.0
OR6Q1	54.0	1.0	0.0	0.0	0.0	48.0	4.0	1.0	0.0	0.0
PYGB	75.0	1.0	2.0	0.0	0.0	64.0	4.0	0.0	4.0	0.0
ZCWPW2	59.0	1.0	0.0	1.0	0.0	48.0	8.0	0.0	1.0	0.0
ATP2B3	157.0	3.0	0.0	1.0	0.0	141.0	8.0	0.0	4.0	0.0
MRPL10	23.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0
ABHD11	32.0	1.0	0.0	0.0	0.0	29.0	0.0	0.0	2.0	0.0
SCAPER	118.0	5.0	2.0	1.0	0.0	100.0	5.0	0.0	5.0	0.0
POTEB2	45.0	1.0	0.0	0.0	0.0	41.0	2.0	0.0	1.0	0.0
CHPF	70.0	2.0	0.0	2.0	0.0	63.0	3.0	0.0	0.0	0.0
FNDC8	28.0	1.0	0.0	1.0	0.0	24.0	2.0	0.0	0.0	0.0
FGF10	45.0	1.0	0.0	1.0	0.0	38.0	3.0	0.0	2.0	0.0
MYT1	157.0	5.0	1.0	2.0	0.0	131.0	12.0	0.0	6.0	0.0
AP2S1	6.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0
CPA6	80.0	2.0	0.0	0.0	0.0	68.0	8.0	0.0	2.0	0.0
ROMO1	7.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
STX10	21.0	1.0	2.0	0.0	0.0	17.0	1.0	0.0	0.0	0.0
ITGB8	90.0	3.0	4.0	0.0	0.0	74.0	6.0	0.0	3.0	0.0
DCAF4	45.0	2.0	2.0	0.0	0.0	35.0	1.0	0.0	5.0	0.0
POLH	44.0	3.0	1.0	1.0	0.0	36.0	0.0	0.0	3.0	0.0
GALNT7	56.0	0.0	1.0	0.0	0.0	45.0	6.0	0.0	4.0	0.0
ELMO3	52.0	1.0	0.0	2.0	0.0	44.0	3.0	0.0	2.0	0.0
ETFDH	42.0	2.0	1.0	0.0	0.0	36.0	2.0	0.0	1.0	0.0
MPC2	11.0	0.0	1.0	0.0	0.0	8.0	1.0	0.0	1.0	0.0
FAM228B	7.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0
MACO1	49.0	3.0	0.0	0.0	0.0	44.0	2.0	0.0	0.0	0.0
HES7	5.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
RNF135	28.0	1.0	0.0	0.0	0.0	25.0	2.0	0.0	0.0	0.0
ZNF33A	120.0	6.0	0.0	0.0	0.0	105.0	9.0	0.0	0.0	0.0
ASGR1	15.0	0.0	0.0	0.0	0.0	13.0	2.0	0.0	0.0	0.0
SETD6	36.0	1.0	0.0	1.0	0.0	32.0	1.0	0.0	1.0	0.0
RECK	96.0	7.0	4.0	0.0	0.0	72.0	9.0	0.0	4.0	0.0
PTPN18	42.0	2.0	0.0	1.0	0.0	38.0	0.0	0.0	1.0	0.0
OC90	104.0	4.0	0.0	0.0	0.0	89.0	7.0	0.0	4.0	0.0
ARHGEF38	22.0	1.0	2.0	1.0	0.0	17.0	1.0	0.0	0.0	0.0
INVS	95.0	7.0	1.0	1.0	0.0	77.0	9.0	0.0	0.0	0.0
SMG7	108.0	5.0	2.0	1.0	0.0	90.0	6.0	0.0	4.0	0.0
ABLIM3	96.0	0.0	1.0	0.0	0.0	89.0	4.0	0.0	2.0	0.0
CYP2D6	40.0	1.0	1.0	0.0	0.0	36.0	1.0	0.0	1.0	0.0
FGF8	23.0	0.0	0.0	0.0	0.0	21.0	2.0	0.0	0.0	0.0
RSL24D1	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
MED12	312.0	2.0	4.0	5.0	1.0	266.0	23.0	0.0	11.0	0.0
PHYHD1	14.0	1.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
MAPK11	19.0	0.0	0.0	0.0	0.0	18.0	1.0	0.0	0.0	0.0
GCM2	71.0	0.0	0.0	0.0	0.0	65.0	6.0	0.0	0.0	0.0
ALPL	57.0	2.0	0.0	0.0	0.0	52.0	2.0	0.0	1.0	0.0
PSMD11	29.0	0.0	0.0	0.0	0.0	26.0	2.0	0.0	1.0	0.0
SMC6	107.0	12.0	0.0	1.0	0.0	84.0	10.0	0.0	0.0	0.0
WDR76	41.0	1.0	1.0	0.0	0.0	35.0	3.0	0.0	0.0	1.0
ELSPBP1	44.0	0.0	0.0	0.0	0.0	37.0	3.0	0.0	4.0	0.0
ELMOD2	17.0	1.0	0.0	0.0	0.0	12.0	0.0	1.0	3.0	0.0
ARL6IP6	23.0	2.0	0.0	1.0	0.0	19.0	1.0	0.0	0.0	0.0
TLL1	278.0	6.0	2.0	0.0	0.0	241.0	16.0	0.0	13.0	0.0
CLDN19	21.0	1.0	1.0	0.0	0.0	16.0	0.0	0.0	3.0	0.0
DTX3L	57.0	3.0	0.0	0.0	0.0	51.0	3.0	0.0	0.0	0.0
FAM110D	4.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0
RSC1A1	55.0	3.0	0.0	1.0	0.0	43.0	7.0	1.0	0.0	0.0
SDK2	254.0	13.0	4.0	0.0	0.0	213.0	18.0	1.0	5.0	0.0
DDI1	104.0	3.0	0.0	0.0	0.0	97.0	4.0	0.0	0.0	0.0
TACR2	36.0	0.0	0.0	0.0	0.0	33.0	1.0	0.0	2.0	0.0
LRRC42	39.0	2.0	0.0	0.0	0.0	35.0	1.0	0.0	1.0	0.0
HEATR4	89.0	2.0	0.0	0.0	0.0	79.0	7.0	0.0	1.0	0.0
EIF2S2	31.0	2.0	0.0	0.0	0.0	23.0	5.0	0.0	0.0	1.0
ZNF132	58.0	1.0	1.0	0.0	0.0	52.0	4.0	0.0	0.0	0.0
AKR1B10	49.0	4.0	1.0	0.0	0.0	42.0	2.0	0.0	0.0	0.0
TWISTNB	42.0	1.0	0.0	0.0	0.0	37.0	3.0	0.0	1.0	0.0
BRD7	78.0	7.0	4.0	0.0	0.0	49.0	16.0	0.0	2.0	0.0
TBX21	60.0	3.0	0.0	0.0	0.0	53.0	3.0	0.0	1.0	0.0
PHGDH	43.0	0.0	1.0	1.0	0.0	35.0	3.0	0.0	1.0	2.0
EXO5	31.0	3.0	0.0	0.0	0.0	24.0	4.0	0.0	0.0	0.0
ZFAND2B	21.0	1.0	0.0	0.0	0.0	18.0	1.0	0.0	1.0	0.0
SETBP1	264.0	11.0	3.0	1.0	0.0	232.0	14.0	0.0	3.0	0.0
PTPRB	391.0	12.0	0.0	1.0	0.0	327.0	39.0	0.0	12.0	0.0
SNRPB	32.0	0.0	1.0	0.0	0.0	27.0	4.0	0.0	0.0	0.0
ZNF460	65.0	0.0	1.0	0.0	0.0	59.0	5.0	0.0	0.0	0.0
IGLV4-3	24.0	0.0	0.0	0.0	0.0	21.0	3.0	0.0	0.0	0.0
DUSP27	269.0	5.0	1.0	0.0	0.0	247.0	15.0	0.0	0.0	1.0
SNRPN	80.0	2.0	0.0	0.0	0.0	69.0	4.0	1.0	4.0	0.0
UTS2B	20.0	0.0	0.0	0.0	0.0	12.0	4.0	0.0	1.0	3.0
ELOB	7.0	1.0	0.0	0.0	0.0	4.0	1.0	0.0	1.0	0.0
TMED8	24.0	0.0	0.0	0.0	0.0	20.0	3.0	0.0	1.0	0.0
NLRP8	282.0	5.0	1.0	4.0	0.0	247.0	15.0	0.0	10.0	0.0
RXRA	76.0	1.0	2.0	2.0	0.0	61.0	8.0	0.0	2.0	0.0
BLM	104.0	7.0	1.0	1.0	0.0	91.0	3.0	0.0	1.0	0.0
PKD1	263.0	6.0	1.0	1.0	0.0	241.0	12.0	0.0	2.0	0.0
ECE1	91.0	2.0	1.0	2.0	0.0	77.0	6.0	0.0	3.0	0.0
SHOX	55.0	1.0	0.0	0.0	0.0	49.0	3.0	0.0	2.0	0.0
GCFC2	57.0	0.0	2.0	0.0	0.0	46.0	6.0	0.0	3.0	0.0
PPP1R2	18.0	0.0	1.0	0.0	0.0	12.0	4.0	0.0	1.0	0.0
EPS8L3	79.0	2.0	1.0	0.0	0.0	69.0	4.0	0.0	3.0	0.0
IGHV3-11	19.0	0.0	0.0	0.0	0.0	16.0	1.0	0.0	1.0	1.0
TGFA	15.0	0.0	0.0	0.0	0.0	14.0	1.0	0.0	0.0	0.0
CSNK1A1	35.0	2.0	0.0	0.0	0.0	27.0	4.0	0.0	2.0	0.0
SLC12A9	88.0	1.0	4.0	1.0	0.0	75.0	4.0	0.0	3.0	0.0
FAM13A	89.0	1.0	1.0	0.0	0.0	74.0	8.0	0.0	5.0	0.0
NIPSNAP1	26.0	0.0	0.0	0.0	0.0	24.0	1.0	0.0	1.0	0.0
ACE	142.0	1.0	0.0	1.0	0.0	124.0	10.0	0.0	6.0	0.0
ACKR2	42.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0
TMEM120B	23.0	0.0	0.0	0.0	0.0	20.0	3.0	0.0	0.0	0.0
SCFD1	60.0	2.0	2.0	0.0	0.0	42.0	8.0	0.0	6.0	0.0
UBR5	282.0	15.0	7.0	4.0	0.0	222.0	25.0	1.0	8.0	0.0
CLDN4	28.0	0.0	0.0	0.0	0.0	26.0	2.0	0.0	0.0	0.0
AFM	94.0	2.0	2.0	0.0	0.0	81.0	6.0	0.0	3.0	0.0
KSR1	100.0	6.0	3.0	0.0	0.0	81.0	7.0	1.0	2.0	0.0
MSH5	66.0	0.0	3.0	0.0	0.0	55.0	4.0	0.0	4.0	0.0
OR8K5	107.0	2.0	1.0	0.0	0.0	91.0	12.0	1.0	0.0	0.0
GJC3	20.0	1.0	0.0	0.0	0.0	18.0	1.0	0.0	0.0	0.0
NDST1	74.0	2.0	0.0	1.0	0.0	67.0	3.0	0.0	1.0	0.0
CCDC78	27.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	1.0	0.0
MFAP3L	45.0	0.0	1.0	1.0	0.0	43.0	0.0	0.0	0.0	0.0
LRRC20	16.0	0.0	0.0	0.0	0.0	15.0	1.0	0.0	0.0	0.0
DCAF7	10.0	0.0	0.0	0.0	0.0	9.0	1.0	0.0	0.0	0.0
RPL17-C18ORF32	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
CCR2	55.0	2.0	0.0	0.0	0.0	49.0	3.0	0.0	0.0	1.0
CHGB	148.0	2.0	3.0	0.0	0.0	129.0	13.0	0.0	1.0	0.0
OR51T1	74.0	1.0	0.0	0.0	0.0	67.0	4.0	1.0	0.0	1.0
BPI	65.0	3.0	0.0	0.0	0.0	56.0	3.0	0.0	3.0	0.0
NABP1	22.0	0.0	0.0	0.0	0.0	20.0	2.0	0.0	0.0	0.0
CYP4F12	108.0	1.0	1.0	0.0	0.0	98.0	5.0	0.0	3.0	0.0
UNC5A	102.0	0.0	0.0	0.0	0.0	89.0	5.0	0.0	8.0	0.0
ARID5B	160.0	26.0	9.0	1.0	0.0	110.0	11.0	1.0	2.0	0.0
PLOD3	93.0	9.0	2.0	0.0	0.0	72.0	8.0	0.0	2.0	0.0
CAMK2A	58.0	0.0	0.0	0.0	0.0	51.0	3.0	0.0	4.0	0.0
KRTAP4-1	18.0	0.0	0.0	0.0	0.0	16.0	2.0	0.0	0.0	0.0
DEPDC4	41.0	1.0	0.0	0.0	0.0	32.0	6.0	1.0	0.0	1.0
TRIM14	21.0	1.0	0.0	0.0	0.0	17.0	0.0	0.0	2.0	1.0
SEMA6C	87.0	0.0	0.0	1.0	0.0	78.0	5.0	0.0	3.0	0.0
IER5	18.0	0.0	0.0	0.0	0.0	14.0	4.0	0.0	0.0	0.0
SYCE2	23.0	0.0	0.0	0.0	0.0	20.0	2.0	0.0	1.0	0.0
CDKL4	47.0	2.0	1.0	0.0	0.0	36.0	2.0	0.0	6.0	0.0
MRPS5	44.0	5.0	0.0	0.0	0.0	31.0	6.0	0.0	2.0	0.0
IGLJ5	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
FAM86EP	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SYTL4	98.0	1.0	0.0	0.0	0.0	85.0	10.0	0.0	2.0	0.0
PLAA	61.0	4.0	0.0	0.0	0.0	50.0	5.0	0.0	2.0	0.0
ZNF91	193.0	3.0	0.0	1.0	0.0	174.0	13.0	0.0	1.0	1.0
STOX2	87.0	1.0	0.0	0.0	0.0	78.0	8.0	0.0	0.0	0.0
ZNF224	55.0	1.0	0.0	0.0	0.0	48.0	6.0	0.0	0.0	0.0
IGLV3-22	19.0	0.0	0.0	0.0	0.0	17.0	2.0	0.0	0.0	0.0
SNX14	78.0	2.0	2.0	1.0	0.0	60.0	4.0	0.0	9.0	0.0
